CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
6173,44,Male,KL,Platinum,53,856.81,Electronics,6/12/2023,Teacher,17,0
6174,76,Male,JB,Platinum,13,5905.42,Clothing,10/4/2023,Lawyer,36,1
6175,27,Female,Malacca,Silver,76,7995.15,Groceries,21/3/2023,Artist,16,1
6176,77,Female,JB,Gold,5,9726.41,Books,10/9/2023,Marketer,9,1
6177,59,Female,Malacca,Bronze,55,6068.72,Electronics,5/4/2023,Lawyer,41,0
6178,70,Male,Penang,Silver,92,4187.13,Books,7/8/2023,Lawyer,33,1
6179,73,Male,Malacca,Bronze,11,6787.31,Groceries,21/5/2023,Teacher,7,0
6180,25,Male,KL,Bronze,16,2205.56,Books,13/4/2023,Marketer,41,0
6181,38,Female,JB,Silver,6,3680.22,Electronics,29/11/2023,Teacher,9,0
6182,29,Male,Malacca,Silver,67,7093.97,Clothing,15/7/2023,Teacher,10,1
6183,24,Female,JB,Silver,80,8533.87,Clothing,11/11/2023,Marketer,30,0
6184,46,Male,Ipoh,Platinum,32,2645.19,Clothing,24/3/2023,Lawyer,2,0
6185,63,Male,Malacca,Gold,87,4909.62,Groceries,23/11/2023,Marketer,19,1
6186,20,Male,KL,Bronze,86,5094.25,Books,14/11/2023,Chef,27,1
6187,57,Female,JB,Silver,65,333.51,Clothing,21/9/2023,Chef,17,0
6188,75,Male,Malacca,Platinum,28,2817.89,Home Goods,19/11/2023,Doctor,16,1
6189,76,Male,KL,Gold,3,7627.84,Home Goods,30/3/2023,Lawyer,35,0
6190,45,Male,JB,Platinum,62,8751.44,Home Goods,23/3/2023,Chef,44,0
6191,49,Male,Ipoh,Silver,52,4189.12,Books,13/2/2023,Lawyer,0,1
6192,53,Male,JB,Silver,93,4544.01,Electronics,9/5/2023,Teacher,12,1
6193,30,Male,Ipoh,Bronze,51,7820.35,Books,6/1/2023,Chef,14,0
6194,18,Female,KL,Silver,83,1916.24,Groceries,8/4/2023,Chef,45,1
6195,41,Female,JB,Silver,21,8360.32,Electronics,28/2/2023,Lawyer,7,1
6196,23,Male,KL,Gold,25,2024.91,Groceries,16/3/2023,Lawyer,23,0
6197,73,Male,Malacca,Silver,47,6977.64,Electronics,24/5/2023,Teacher,18,1
6198,18,Male,KL,Bronze,20,5242.4,Groceries,14/3/2023,Engineer,20,1
6199,53,Male,Malacca,Platinum,21,4825.73,Books,14/12/2023,Lawyer,22,1
6200,28,Male,Penang,Gold,78,5894.99,Clothing,26/3/2023,Engineer,8,1
6201,47,Female,KL,Bronze,47,2817.65,Books,11/2/2023,Artist,49,0
6202,35,Female,JB,Silver,76,7121.23,Clothing,2/2/2023,Artist,30,1
6203,66,Male,Ipoh,Bronze,1,6724.03,Clothing,27/8/2023,Engineer,23,1
6204,58,Male,KL,Gold,54,8725.65,Books,10/2/2023,Student,11,1
6205,36,Male,KL,Silver,75,6472.3,Books,15/1/2023,Marketer,6,0
6206,77,Female,Malacca,Platinum,27,1455.83,Home Goods,4/2/2023,Lawyer,30,1
6207,70,Female,JB,Bronze,37,1583.51,Electronics,25/11/2023,Marketer,27,0
6208,65,Male,KL,Bronze,75,1820.39,Groceries,18/3/2023,Doctor,23,1
6209,79,Male,Malacca,Gold,60,9845.07,Electronics,20/3/2023,Chef,9,0
6210,28,Female,JB,Bronze,42,4205.48,Books,18/8/2023,Lawyer,13,0
6211,37,Female,Malacca,Gold,62,5665.92,Home Goods,23/11/2023,Artist,1,0
6212,55,Female,JB,Gold,46,5553.35,Clothing,16/8/2023,Engineer,7,1
6213,31,Female,Ipoh,Bronze,65,9921.46,Electronics,12/12/2023,Teacher,47,1
6214,75,Male,JB,Platinum,0,9635.62,Groceries,5/4/2023,Retired,12,0
6215,21,Male,JB,Bronze,67,3410.72,Electronics,30/6/2023,Chef,45,0
6216,54,Male,KL,Bronze,94,3009.08,Home Goods,28/3/2023,Teacher,22,1
6217,21,Male,KL,Gold,99,2629.01,Groceries,8/12/2023,Student,15,1
6218,53,Male,Ipoh,Silver,55,7714.32,Groceries,19/12/2023,Lawyer,40,1
6219,25,Male,Ipoh,Bronze,92,9680.93,Books,27/9/2023,Student,32,1
6220,72,Male,Malacca,Silver,74,5171.29,Clothing,24/12/2023,Lawyer,38,1
6221,28,Male,KL,Gold,65,6624.16,Clothing,29/10/2023,Doctor,32,0
6222,38,Male,Penang,Bronze,34,610.95,Books,7/1/2023,Retired,31,0
6223,46,Female,JB,Silver,61,6349.72,Books,8/11/2023,Teacher,8,1
6224,26,Male,JB,Gold,22,5550.51,Groceries,4/7/2023,Student,6,0
6225,26,Female,Ipoh,Bronze,62,5783.42,Home Goods,13/1/2023,Chef,33,1
6226,35,Male,KL,Silver,3,9699.97,Clothing,13/1/2023,Engineer,4,1
6227,35,Male,KL,Gold,50,4211.66,Clothing,10/4/2023,Teacher,34,0
6228,78,Male,KL,Platinum,31,231.9,Clothing,1/10/2023,Artist,48,0
6229,23,Male,Malacca,Gold,52,5360.66,Books,15/7/2023,Chef,26,0
6230,49,Male,Ipoh,Bronze,13,8213.32,Groceries,20/8/2023,Chef,41,1
6231,47,Female,KL,Silver,72,2395.25,Electronics,25/5/2023,Lawyer,17,0
6232,77,Female,JB,Gold,79,2077.34,Electronics,30/7/2023,Marketer,30,1
6233,34,Female,Malacca,Gold,33,5698.28,Home Goods,13/11/2023,Marketer,10,0
6234,75,Male,JB,Silver,30,1397.19,Books,9/9/2023,Artist,38,1
6235,70,Male,Penang,Gold,90,8374.51,Home Goods,5/2/2023,Marketer,2,0
6236,40,Female,Penang,Platinum,25,2409.61,Groceries,10/7/2023,Engineer,15,0
6237,53,Female,Malacca,Gold,71,3038.96,Clothing,1/1/2023,Retired,32,1
6238,68,Male,Penang,Silver,56,6147.96,Groceries,19/10/2023,Teacher,4,0
6239,53,Female,Malacca,Silver,1,4707.54,Groceries,13/10/2023,Doctor,22,0
6240,34,Male,Penang,Bronze,20,9016.82,Clothing,2/3/2023,Lawyer,27,1
6241,71,Male,JB,Bronze,82,4107.07,Groceries,4/3/2023,Marketer,9,0
6242,45,Male,Penang,Bronze,4,8102.44,Books,14/4/2023,Artist,20,0
6243,50,Female,JB,Bronze,40,2886.09,Books,18/9/2023,Engineer,7,0
6244,65,Male,Ipoh,Bronze,5,5956.38,Books,13/12/2023,Chef,40,0
6245,20,Male,Malacca,Gold,57,5797.22,Electronics,15/7/2023,Doctor,5,1
6246,29,Male,Ipoh,Silver,81,3099.87,Groceries,8/4/2023,Student,29,1
6247,36,Female,KL,Gold,74,7086.26,Books,15/11/2023,Artist,12,0
6248,42,Male,Penang,Platinum,32,5388.56,Clothing,12/12/2023,Lawyer,47,0
6249,42,Male,Penang,Gold,74,9219.98,Clothing,24/11/2023,Student,27,1
6250,18,Male,Malacca,Silver,92,1578.27,Home Goods,13/6/2023,Marketer,30,0
6251,63,Female,JB,Bronze,67,3199.01,Books,12/7/2023,Artist,41,1
6252,78,Male,Malacca,Gold,50,7612.36,Groceries,9/8/2023,Doctor,31,0
6253,26,Male,Ipoh,Gold,59,8620.84,Clothing,6/1/2023,Retired,18,0
6254,41,Female,JB,Platinum,48,2321.26,Books,21/9/2023,Retired,1,0
6255,19,Male,Malacca,Gold,58,7125.23,Groceries,18/10/2023,Student,2,1
6256,77,Male,Malacca,Gold,45,5859.28,Books,3/11/2023,Student,31,1
6257,47,Female,JB,Silver,49,6433.18,Home Goods,21/5/2023,Lawyer,12,1
6258,65,Male,KL,Gold,31,2284.23,Books,28/12/2023,Teacher,30,0
6259,56,Female,Ipoh,Gold,41,2555.69,Electronics,15/7/2023,Retired,44,1
6260,56,Male,KL,Bronze,78,7400.41,Groceries,5/9/2023,Student,43,1
6261,62,Female,Penang,Gold,81,9448.28,Clothing,6/3/2023,Marketer,7,1
6262,68,Female,KL,Gold,79,3239.64,Books,18/1/2023,Retired,33,0
6263,68,Male,Malacca,Gold,61,9173.69,Electronics,28/5/2023,Retired,34,0
6264,35,Male,Ipoh,Silver,13,3785.22,Groceries,14/6/2023,Teacher,11,0
6265,37,Male,Penang,Platinum,80,6942.27,Clothing,10/8/2023,Lawyer,0,1
6266,79,Female,Penang,Silver,44,5282.66,Groceries,29/6/2023,Retired,12,1
6267,43,Male,JB,Gold,69,4472.45,Clothing,7/5/2023,Lawyer,33,0
6268,23,Male,Malacca,Bronze,95,3801.33,Electronics,8/6/2023,Teacher,26,0
6269,77,Male,KL,Platinum,56,8943.7,Home Goods,2/10/2023,Teacher,27,1
6270,64,Female,Malacca,Silver,81,5389.72,Electronics,20/7/2023,Teacher,24,1
6271,39,Female,KL,Silver,35,4743.32,Groceries,4/10/2023,Artist,36,1
6272,52,Male,KL,Bronze,93,2118.74,Electronics,25/11/2023,Artist,12,0
6273,51,Female,JB,Bronze,85,5592.04,Clothing,22/8/2023,Lawyer,45,0
6274,56,Male,Ipoh,Silver,35,429.76,Clothing,3/4/2023,Marketer,20,0
6275,68,Female,Ipoh,Bronze,58,227.05,Clothing,21/1/2023,Teacher,28,1
6276,45,Male,Malacca,Silver,67,2184.62,Electronics,11/10/2023,Engineer,24,1
6277,59,Male,KL,Platinum,23,544.18,Books,27/8/2023,Retired,16,1
6278,55,Female,Penang,Platinum,66,4664.49,Electronics,31/5/2023,Artist,28,0
6279,67,Male,Penang,Gold,92,9820.66,Home Goods,10/1/2023,Marketer,41,0
6280,78,Female,JB,Platinum,72,7590.02,Electronics,27/10/2023,Teacher,4,0
6281,22,Male,Ipoh,Silver,6,6615.59,Books,17/3/2023,Student,15,0
6282,37,Male,Ipoh,Gold,4,270.29,Groceries,24/3/2023,Retired,23,1
6283,69,Female,KL,Gold,43,9169.74,Groceries,16/7/2023,Artist,5,1
6284,51,Male,KL,Bronze,58,7341.4,Clothing,19/8/2023,Student,43,0
6285,39,Male,JB,Silver,62,6262.04,Electronics,24/7/2023,Artist,1,0
6286,22,Male,KL,Platinum,28,8188.17,Groceries,26/6/2023,Retired,33,0
6287,69,Male,Malacca,Gold,86,7377.42,Electronics,21/7/2023,Lawyer,49,1
6288,43,Male,Ipoh,Bronze,0,6019.77,Books,27/8/2023,Chef,43,0
6289,79,Female,Malacca,Bronze,9,7336.16,Home Goods,19/3/2023,Artist,21,0
6290,69,Male,Ipoh,Platinum,68,7848.34,Clothing,4/12/2023,Engineer,33,1
6291,25,Male,Malacca,Silver,49,8613.6,Clothing,18/3/2023,Chef,44,1
6292,74,Male,Ipoh,Platinum,33,3079.28,Groceries,23/1/2023,Retired,43,1
6293,54,Male,Ipoh,Bronze,34,6719.45,Books,13/3/2023,Engineer,0,1
6294,69,Male,Penang,Gold,93,1411.53,Clothing,29/12/2023,Engineer,33,1
6295,49,Male,Penang,Gold,94,6437.85,Groceries,26/6/2023,Retired,18,0
6296,79,Male,Malacca,Silver,9,7062.5,Electronics,15/4/2023,Chef,47,1
6297,79,Female,Penang,Platinum,60,1343.31,Groceries,19/4/2023,Artist,45,0
6298,65,Female,JB,Silver,38,7336.62,Clothing,30/10/2023,Student,33,1
6299,20,Female,JB,Platinum,29,6932.39,Home Goods,6/1/2023,Engineer,8,1
6300,75,Male,Ipoh,Bronze,32,9585.21,Electronics,5/8/2023,Artist,8,0
6301,43,Male,KL,Silver,51,4032.06,Clothing,28/10/2023,Marketer,21,0
6302,30,Female,JB,Silver,61,5395.72,Groceries,29/6/2023,Chef,22,1
6303,70,Female,Ipoh,Bronze,65,4754.61,Home Goods,21/3/2023,Marketer,40,1
6304,79,Male,KL,Gold,80,3824.94,Clothing,15/3/2023,Student,16,1
6305,75,Male,Ipoh,Platinum,83,779.31,Home Goods,23/8/2023,Retired,48,1
6306,79,Female,KL,Platinum,29,9477.76,Home Goods,1/12/2023,Artist,29,1
6307,23,Male,JB,Bronze,94,9045.04,Groceries,22/8/2023,Artist,27,0
6308,53,Male,Ipoh,Silver,89,2416.47,Groceries,14/9/2023,Teacher,48,0
6309,48,Male,Penang,Gold,64,5129.65,Groceries,17/7/2023,Lawyer,48,0
6310,70,Female,KL,Silver,16,6225.49,Clothing,25/10/2023,Teacher,42,1
6311,70,Male,Penang,Silver,96,8909.94,Groceries,23/10/2023,Chef,27,1
6312,27,Male,KL,Platinum,51,3327.76,Clothing,16/3/2023,Chef,23,1
6313,67,Female,Ipoh,Bronze,2,8004.77,Clothing,11/8/2023,Teacher,48,1
6314,69,Female,KL,Gold,85,9260.82,Electronics,20/4/2023,Teacher,17,1
6315,35,Female,JB,Gold,93,1706.62,Home Goods,21/12/2023,Retired,11,1
6316,74,Female,JB,Silver,89,5779.13,Groceries,18/9/2023,Teacher,46,0
6317,47,Male,Penang,Silver,36,6826.04,Clothing,22/8/2023,Chef,42,1
6318,29,Male,Malacca,Bronze,61,2373.75,Groceries,22/11/2023,Engineer,39,1
6319,79,Male,Penang,Platinum,69,192.09,Groceries,15/9/2023,Lawyer,19,0
6320,52,Male,Penang,Bronze,74,9830.82,Home Goods,30/9/2023,Doctor,4,0
6321,61,Male,Malacca,Gold,27,7986.11,Clothing,26/10/2023,Doctor,44,1
6322,74,Male,Ipoh,Gold,55,3742.88,Home Goods,28/4/2023,Marketer,39,1
6323,76,Male,KL,Gold,20,5661.05,Books,29/5/2023,Student,27,1
6324,61,Female,JB,Silver,40,8416.52,Clothing,30/10/2023,Chef,29,0
6325,51,Male,Penang,Gold,49,4565.16,Groceries,16/4/2023,Lawyer,7,1
6326,76,Female,Ipoh,Silver,1,2549.53,Clothing,13/8/2023,Engineer,15,1
6327,46,Male,JB,Bronze,84,5963.18,Books,17/8/2023,Chef,36,0
6328,40,Male,Malacca,Gold,15,1245.52,Home Goods,23/7/2023,Lawyer,43,1
6329,43,Male,Ipoh,Silver,10,5033.81,Electronics,13/2/2023,Artist,7,0
6330,45,Male,Penang,Gold,94,5812.99,Clothing,23/5/2023,Lawyer,45,1
6331,35,Male,Ipoh,Silver,16,3742.89,Groceries,19/12/2023,Marketer,39,1
6332,51,Male,JB,Bronze,64,7267.33,Electronics,26/7/2023,Chef,8,1
6333,51,Female,Ipoh,Gold,9,9218.6,Groceries,1/1/2023,Teacher,16,1
6334,70,Female,Malacca,Bronze,27,3881.09,Home Goods,4/6/2023,Artist,17,1
6335,43,Female,KL,Platinum,19,2720.52,Home Goods,19/9/2023,Student,29,0
6336,38,Male,Ipoh,Bronze,75,6094.98,Home Goods,28/10/2023,Lawyer,21,1
6337,77,Female,JB,Silver,21,6105.35,Electronics,3/2/2023,Retired,4,1
6338,25,Female,JB,Silver,9,5450.76,Books,23/12/2023,Teacher,42,1
6339,18,Female,Malacca,Silver,12,9032.19,Groceries,27/8/2023,Student,40,1
6340,30,Male,Ipoh,Platinum,10,5155.2,Clothing,4/2/2023,Artist,25,0
6341,67,Male,Malacca,Bronze,77,5550.44,Books,9/1/2023,Doctor,30,1
6342,25,Male,Malacca,Silver,61,3723.86,Groceries,9/7/2023,Engineer,25,1
6343,62,Male,Malacca,Silver,43,9024.11,Groceries,20/5/2023,Doctor,42,1
6344,41,Male,KL,Platinum,73,1321.65,Electronics,24/2/2023,Teacher,33,0
6345,56,Male,Penang,Platinum,8,7522.39,Books,12/5/2023,Retired,31,1
6346,20,Male,KL,Bronze,73,6845.23,Clothing,25/7/2023,Lawyer,18,1
6347,77,Female,Malacca,Bronze,85,8109.98,Books,18/2/2023,Engineer,46,1
6348,27,Male,JB,Gold,9,2739.71,Groceries,16/2/2023,Student,30,1
6349,48,Female,Ipoh,Silver,31,9498.99,Clothing,17/5/2023,Student,43,0
6350,68,Female,KL,Bronze,4,5961.93,Books,23/8/2023,Chef,14,0
6351,44,Female,Malacca,Platinum,64,7895.28,Books,30/11/2023,Engineer,16,1
6352,30,Male,Malacca,Silver,16,4639.3,Electronics,24/8/2023,Lawyer,11,1
6353,36,Male,JB,Silver,32,1152.74,Books,18/2/2023,Doctor,41,0
6354,57,Female,Malacca,Gold,63,7712.46,Electronics,3/4/2023,Chef,45,1
6355,67,Female,JB,Gold,29,380.64,Electronics,10/5/2023,Student,1,1
6356,47,Female,JB,Bronze,36,3873.34,Electronics,1/7/2023,Artist,48,1
6357,76,Male,Penang,Platinum,46,373.07,Books,26/6/2023,Artist,25,1
6358,64,Female,Ipoh,Gold,9,6327.73,Groceries,15/12/2023,Teacher,1,1
6359,56,Female,Ipoh,Platinum,97,1295.62,Home Goods,17/10/2023,Chef,39,0
6360,73,Male,KL,Bronze,95,9433.22,Electronics,24/1/2023,Marketer,3,1
6361,24,Male,KL,Platinum,75,2428.78,Books,18/12/2023,Teacher,37,1
6362,20,Female,Ipoh,Platinum,45,6521.29,Home Goods,20/9/2023,Artist,2,1
6363,78,Male,KL,Bronze,32,3714.9,Clothing,1/6/2023,Lawyer,28,0
6364,67,Male,Ipoh,Silver,82,933.81,Home Goods,22/12/2023,Chef,44,1
6365,31,Male,JB,Gold,88,9156.56,Home Goods,1/11/2023,Retired,41,0
6366,74,Female,JB,Silver,24,6718.25,Groceries,20/2/2023,Student,35,0
6367,69,Female,JB,Silver,48,6532.99,Home Goods,12/7/2023,Retired,2,1
6368,34,Male,Malacca,Platinum,59,2797.15,Books,8/8/2023,Retired,9,0
6369,49,Female,KL,Platinum,37,8565.94,Home Goods,11/5/2023,Student,24,0
6370,26,Male,Penang,Gold,83,3237.82,Clothing,22/11/2023,Chef,32,1
6371,59,Female,Malacca,Bronze,38,5910.26,Groceries,1/12/2023,Artist,40,0
6372,57,Male,Malacca,Bronze,16,2398.4,Groceries,12/10/2023,Marketer,16,0
6373,49,Male,KL,Gold,61,6588.68,Clothing,17/5/2023,Engineer,2,1
6374,43,Female,Malacca,Bronze,18,2302.71,Home Goods,27/11/2023,Marketer,9,1
6375,36,Male,JB,Silver,99,5905.65,Books,8/7/2023,Retired,15,1
6376,37,Male,JB,Platinum,79,5588.38,Electronics,25/12/2023,Retired,39,1
6377,46,Male,KL,Silver,74,3901.69,Clothing,28/2/2023,Student,32,1
6378,19,Female,JB,Bronze,97,6861.19,Home Goods,1/4/2023,Chef,15,1
6379,75,Male,Ipoh,Platinum,91,9622.8,Clothing,9/10/2023,Doctor,17,0
6380,44,Male,JB,Bronze,95,9395.29,Groceries,29/5/2023,Artist,11,1
6381,69,Male,Ipoh,Gold,91,6234.21,Books,24/1/2023,Marketer,7,0
6382,48,Male,Malacca,Silver,25,8347.58,Home Goods,2/5/2023,Artist,38,0
6383,39,Female,Ipoh,Platinum,9,7001.57,Groceries,15/6/2023,Lawyer,15,1
6384,70,Female,Ipoh,Gold,85,7410.39,Groceries,7/1/2023,Chef,42,1
6385,29,Male,Penang,Bronze,53,7485.88,Groceries,7/10/2023,Engineer,48,1
6386,53,Male,Malacca,Silver,81,7378.58,Groceries,30/7/2023,Chef,15,1
6387,52,Female,Ipoh,Gold,5,9500.33,Electronics,21/12/2023,Teacher,23,0
6388,79,Male,Ipoh,Gold,57,6711.71,Books,3/10/2023,Artist,4,1
6389,72,Male,JB,Platinum,69,2749.55,Clothing,26/6/2023,Doctor,13,1
6390,18,Male,Ipoh,Bronze,69,3923.9,Electronics,1/11/2023,Chef,26,0
6391,75,Female,JB,Gold,98,2246.24,Clothing,9/8/2023,Doctor,43,1
6392,42,Male,Malacca,Gold,48,1410.78,Groceries,5/6/2023,Marketer,14,0
6393,64,Male,Malacca,Platinum,12,7227.48,Clothing,30/8/2023,Engineer,31,0
6394,50,Male,Malacca,Bronze,81,2450.6,Electronics,31/1/2023,Lawyer,24,0
6395,58,Female,Ipoh,Bronze,86,2610.87,Books,22/3/2023,Retired,35,0
6396,76,Male,Penang,Platinum,58,2105.3,Groceries,13/11/2023,Doctor,37,1
6397,22,Male,Malacca,Silver,21,4298.95,Clothing,23/11/2023,Student,18,1
6398,47,Female,JB,Bronze,98,3243,Groceries,7/1/2023,Artist,19,1
6399,69,Male,Penang,Platinum,34,1435.34,Groceries,17/9/2023,Lawyer,47,1
6400,72,Male,Ipoh,Bronze,60,122.7,Home Goods,15/8/2023,Chef,39,1
6401,74,Male,Malacca,Bronze,41,5281.09,Home Goods,17/11/2023,Teacher,34,1
6402,70,Male,KL,Bronze,12,1424.11,Home Goods,9/12/2023,Artist,35,1
6403,36,Female,JB,Silver,27,273.52,Books,11/4/2023,Lawyer,49,0
6404,70,Female,Malacca,Platinum,59,1008.88,Books,22/10/2023,Teacher,12,0
6405,55,Female,Ipoh,Silver,27,9344.57,Electronics,29/11/2023,Marketer,15,0
6406,57,Male,KL,Silver,5,5714.39,Books,19/2/2023,Engineer,48,0
6407,20,Male,Ipoh,Bronze,12,7498.2,Groceries,4/7/2023,Marketer,22,0
6408,69,Female,Ipoh,Bronze,68,390.96,Groceries,22/11/2023,Chef,47,0
6409,51,Female,KL,Platinum,63,6122.48,Electronics,13/5/2023,Student,29,1
6410,43,Female,Penang,Silver,84,7575.45,Clothing,12/11/2023,Retired,43,0
6411,45,Female,Malacca,Gold,63,4748.81,Clothing,20/9/2023,Doctor,13,1
6412,63,Female,Malacca,Platinum,2,4966.48,Home Goods,8/8/2023,Student,39,0
6413,40,Male,Ipoh,Bronze,24,9254.66,Clothing,22/3/2023,Student,40,1
6414,60,Female,Malacca,Platinum,15,2138.51,Home Goods,19/12/2023,Chef,28,1
6415,67,Male,Penang,Platinum,81,5413.2,Clothing,30/10/2023,Marketer,35,1
6416,24,Female,JB,Bronze,94,5292.59,Clothing,3/5/2023,Chef,12,0
6417,71,Male,KL,Platinum,13,1284.5,Books,10/10/2023,Student,15,1
6418,47,Female,Ipoh,Platinum,43,3817.39,Electronics,14/12/2023,Doctor,42,1
6419,50,Female,Malacca,Bronze,89,9737.79,Groceries,25/10/2023,Lawyer,1,0
6420,57,Female,KL,Platinum,59,9076.87,Home Goods,10/1/2023,Teacher,19,1
6421,41,Female,JB,Gold,92,7553.29,Groceries,18/2/2023,Teacher,18,1
6422,55,Female,Ipoh,Silver,53,1162.31,Clothing,10/9/2023,Engineer,19,0
6423,28,Female,Penang,Gold,15,8902.02,Groceries,3/3/2023,Teacher,8,0
6424,27,Female,JB,Bronze,4,7251.62,Clothing,3/4/2023,Lawyer,13,0
6425,19,Male,KL,Bronze,64,6513.1,Electronics,15/9/2023,Doctor,13,0
6426,18,Female,JB,Bronze,98,2218.47,Clothing,3/1/2023,Student,18,1
6427,21,Male,Penang,Gold,80,7091.81,Electronics,21/11/2023,Retired,3,0
6428,43,Male,KL,Bronze,34,5133.71,Electronics,20/9/2023,Engineer,44,0
6429,79,Male,Ipoh,Silver,9,8910.83,Groceries,8/10/2023,Artist,28,1
6430,58,Male,Ipoh,Silver,69,8125.67,Home Goods,12/1/2023,Teacher,24,0
6431,30,Male,KL,Platinum,73,9511.39,Clothing,9/7/2023,Retired,13,1
6432,21,Male,Ipoh,Silver,6,9971.17,Groceries,18/11/2023,Student,45,0
6433,52,Male,Malacca,Gold,66,7972.67,Groceries,26/6/2023,Retired,16,0
6434,45,Female,Malacca,Gold,0,5619.34,Clothing,14/3/2023,Chef,21,0
6435,67,Male,Ipoh,Platinum,54,6332.05,Home Goods,5/9/2023,Artist,32,0
6436,19,Male,Penang,Platinum,33,9890.68,Books,23/12/2023,Marketer,46,0
6437,26,Male,JB,Silver,96,8339.37,Groceries,14/1/2023,Teacher,36,0
6438,56,Male,KL,Platinum,89,3391.24,Home Goods,7/12/2023,Chef,25,1
6439,51,Male,Ipoh,Gold,65,435.31,Books,20/9/2023,Artist,23,0
6440,61,Male,Penang,Silver,52,1567.95,Electronics,3/1/2023,Chef,16,1
6441,49,Male,KL,Gold,38,6740.68,Clothing,13/10/2023,Lawyer,24,1
6442,47,Male,Malacca,Gold,89,3191.98,Books,26/9/2023,Doctor,0,1
6443,66,Male,Malacca,Gold,0,2560.5,Books,19/5/2023,Artist,34,0
6444,78,Female,Penang,Platinum,55,6060.24,Electronics,16/1/2023,Retired,42,1
6445,78,Male,KL,Silver,24,6883.1,Clothing,21/11/2023,Artist,27,0
6446,63,Male,Malacca,Gold,92,8318.49,Home Goods,5/11/2023,Lawyer,39,0
6447,31,Male,KL,Gold,63,8038.29,Electronics,9/7/2023,Artist,7,1
6448,32,Female,JB,Platinum,8,6077.91,Books,26/11/2023,Lawyer,41,1
6449,46,Male,Penang,Gold,27,7333.87,Home Goods,14/8/2023,Doctor,37,1
6450,34,Female,KL,Bronze,7,6965.79,Groceries,14/1/2023,Retired,16,1
6451,53,Male,Ipoh,Platinum,60,361.96,Home Goods,14/12/2023,Teacher,42,0
6452,42,Male,Malacca,Gold,39,7544.81,Groceries,14/12/2023,Engineer,33,1
6453,63,Female,JB,Silver,3,2214.66,Home Goods,4/9/2023,Student,39,0
6454,24,Male,Malacca,Gold,9,7357.61,Clothing,19/12/2023,Retired,12,0
6455,36,Male,Malacca,Platinum,62,5972.95,Books,10/6/2023,Engineer,8,1
6456,74,Female,Malacca,Gold,24,8928.01,Electronics,17/1/2023,Engineer,0,1
6457,51,Male,KL,Silver,63,6660.89,Groceries,23/9/2023,Chef,6,1
6458,78,Male,KL,Gold,86,5871,Books,4/9/2023,Chef,37,0
6459,26,Male,Malacca,Silver,67,4684.06,Electronics,11/2/2023,Retired,22,1
6460,32,Female,JB,Silver,72,4865.32,Home Goods,29/4/2023,Marketer,43,0
6461,36,Male,Ipoh,Gold,49,5297.7,Groceries,25/8/2023,Engineer,15,0
6462,59,Male,JB,Bronze,20,4451.71,Groceries,26/5/2023,Lawyer,1,0
6463,77,Male,Penang,Platinum,28,3748.13,Books,31/8/2023,Teacher,39,0
6464,57,Male,Malacca,Silver,76,4736.42,Clothing,4/3/2023,Student,39,0
6465,42,Female,JB,Platinum,51,1127.68,Groceries,29/9/2023,Teacher,16,0
6466,30,Female,JB,Gold,46,1813.25,Books,16/7/2023,Student,31,0
6467,27,Male,Malacca,Gold,79,8493.9,Books,2/7/2023,Doctor,2,0
6468,66,Male,JB,Gold,89,7343.63,Groceries,14/3/2023,Marketer,25,1
6469,51,Male,Ipoh,Gold,4,7199.06,Clothing,3/1/2023,Artist,7,1
6470,67,Female,Ipoh,Platinum,44,4321.77,Groceries,9/12/2023,Marketer,49,0
6471,51,Female,JB,Bronze,23,9370.72,Home Goods,31/8/2023,Student,48,1
6472,68,Male,Ipoh,Silver,52,5610.93,Home Goods,17/4/2023,Teacher,27,0
6473,42,Male,KL,Platinum,63,3432.31,Electronics,7/12/2023,Lawyer,36,1
6474,33,Female,JB,Platinum,27,1657.02,Groceries,13/2/2023,Lawyer,43,0
6475,64,Male,JB,Gold,56,4919.1,Electronics,13/4/2023,Artist,34,1
6476,57,Female,Penang,Silver,16,4354.51,Groceries,23/10/2023,Lawyer,3,1
6477,24,Male,Malacca,Bronze,83,720.88,Books,21/7/2023,Retired,20,0
6478,79,Male,Malacca,Silver,62,427.64,Books,14/10/2023,Teacher,43,1
6479,35,Male,Malacca,Silver,53,6262.47,Home Goods,3/4/2023,Lawyer,5,1
6480,26,Female,Penang,Platinum,17,387.16,Clothing,9/4/2023,Artist,8,1
6481,65,Female,Penang,Silver,92,3133.43,Groceries,24/6/2023,Lawyer,46,1
6482,19,Female,KL,Platinum,37,9933.6,Home Goods,3/2/2023,Doctor,26,0
6483,25,Female,JB,Silver,19,8490.38,Groceries,19/12/2023,Retired,48,0
6484,38,Male,KL,Silver,78,2678.23,Books,15/7/2023,Doctor,19,0
6485,58,Male,Ipoh,Silver,25,559.15,Clothing,1/2/2023,Chef,46,0
6486,26,Female,Malacca,Silver,88,6641.78,Books,13/12/2023,Engineer,29,1
6487,70,Male,Malacca,Bronze,67,3080.76,Electronics,9/11/2023,Teacher,13,0
6488,18,Female,KL,Silver,20,6655.94,Groceries,19/3/2023,Student,20,0
